codigo_actividad,meta_participantes,duracion_horas,fecha_realizacion,codigo_participante
"ACT-033","40","8.00","2025-12-25","PAR-119"
"ACT-033","40","8.00","2025-12-25","PAR-123"
"ACT-033","40","8.00","2025-12-25","PAR-126"
"ACT-033","40","8.00","2025-12-25","PAR-133"
"ACT-033","40","8.00","2025-12-25","PAR-134"
"ACT-033","40","8.00","2025-12-25","PAR-137"
"ACT-033","40","8.00","2025-12-25","PAR-139"
"ACT-033","40","8.00","2025-12-25","PAR-145"
"ACT-033","40","8.00","2025-12-25","PAR-146"
"ACT-033","40","8.00","2025-12-25","PAR-148"
"ACT-033","40","8.00","2025-12-25","PAR-150"
"ACT-033","40","8.00","2025-12-25","PAR-161"
"ACT-033","40","8.00","2025-12-25","PAR-163"
"ACT-033","40","8.00","2025-12-25","PAR-165"
"ACT-033","40","8.00","2025-12-25","PAR-167"
"ACT-033","40","8.00","2025-12-25","PAR-172"
"ACT-033","40","8.00","2025-12-25","PAR-174"
"ACT-033","40","8.00","2025-12-25","PAR-175"
"ACT-033","40","8.00","2025-12-25","PAR-179"
"ACT-033","40","8.00","2025-12-25","PAR-186"
"ACT-033","40","8.00","2025-12-25","PAR-192"
"ACT-033","40","8.00","2025-12-25","PAR-201"
"ACT-033","40","8.00","2025-12-25","PAR-202"
"ACT-033","40","8.00","2025-12-25","PAR-209"
"ACT-033","40","8.00","2025-12-25","PAR-213"
"ACT-033","40","8.00","2025-12-25","PAR-218"
"ACT-033","40","8.00","2025-12-25","PAR-227"
"ACT-033","40","8.00","2025-12-25","PAR-232"
"ACT-033","40","8.00","2025-12-25","PAR-234"
"ACT-033","40","8.00","2025-12-25","PAR-237"
"ACT-033","40","8.00","2025-12-25","PAR-238"
"ACT-033","40","8.00","2025-12-25","PAR-240"
"ACT-033","40","8.00","2025-12-25","PAR-241"
"ACT-033","40","8.00","2025-12-25","PAR-243"
"ACT-033","40","8.00","2025-12-25","PAR-270"
"ACT-033","40","8.00","2025-12-25","PAR-271"
"ACT-033","40","8.00","2025-12-25","PAR-274"
"ACT-033","40","8.00","2025-12-25","PAR-278"
"ACT-033","40","8.00","2025-12-25","PAR-279"
"ACT-033","40","8.00","2025-12-25","PAR-282"
"ACT-033","40","8.00","2025-12-25","PAR-290"
"ACT-033","40","8.00","2025-12-25","PAR-294"
"ACT-033","40","8.00","2025-12-25","PAR-299"
"ACT-033","40","8.00","2025-12-25","PAR-300"
"ACT-034","36","7.00","2025-11-12","PAR-001"
"ACT-034","36","7.00","2025-11-12","PAR-008"
"ACT-034","36","7.00","2025-11-12","PAR-009"
"ACT-034","36","7.00","2025-11-12","PAR-013"
"ACT-034","36","7.00","2025-11-12","PAR-021"
"ACT-034","36","7.00","2025-11-12","PAR-024"
"ACT-034","36","7.00","2025-11-12","PAR-025"
"ACT-034","36","7.00","2025-11-12","PAR-031"
"ACT-034","36","7.00","2025-11-12","PAR-037"
"ACT-034","36","7.00","2025-11-12","PAR-041"
"ACT-034","36","7.00","2025-11-12","PAR-044"
"ACT-034","36","7.00","2025-11-12","PAR-058"
"ACT-034","36","7.00","2025-11-12","PAR-063"
"ACT-034","36","7.00","2025-11-12","PAR-066"
"ACT-034","36","7.00","2025-11-12","PAR-073"
"ACT-034","36","7.00","2025-11-12","PAR-077"
"ACT-034","36","7.00","2025-11-12","PAR-084"
"ACT-034","36","7.00","2025-11-12","PAR-089"
"ACT-034","36","7.00","2025-11-12","PAR-093"
"ACT-034","36","7.00","2025-11-12","PAR-094"
"ACT-034","36","7.00","2025-11-12","PAR-095"
"ACT-034","36","7.00","2025-11-12","PAR-102"
"ACT-034","36","7.00","2025-11-12","PAR-103"
"ACT-034","36","7.00","2025-11-12","PAR-111"
"ACT-034","36","7.00","2025-11-12","PAR-112"
"ACT-034","36","7.00","2025-11-12","PAR-114"
"ACT-034","36","7.00","2025-11-12","PAR-122"
"ACT-034","36","7.00","2025-11-12","PAR-124"
"ACT-034","36","7.00","2025-11-12","PAR-128"
"ACT-034","36","7.00","2025-11-12","PAR-131"
"ACT-034","36","7.00","2025-11-12","PAR-132"
"ACT-034","36","7.00","2025-11-12","PAR-139"
"ACT-034","36","7.00","2025-11-12","PAR-149"
"ACT-034","36","7.00","2025-11-12","PAR-153"
"ACT-034","36","7.00","2025-11-12","PAR-154"
"ACT-034","36","7.00","2025-11-12","PAR-159"
"ACT-034","36","7.00","2025-11-12","PAR-162"
"ACT-034","36","7.00","2025-11-12","PAR-174"
"ACT-034","36","7.00","2025-11-12","PAR-178"
"ACT-034","36","7.00","2025-11-12","PAR-179"
"ACT-034","36","7.00","2025-11-12","PAR-182"
"ACT-034","36","7.00","2025-11-12","PAR-198"
"ACT-034","36","7.00","2025-11-12","PAR-201"
"ACT-034","36","7.00","2025-11-12","PAR-202"
"ACT-034","36","7.00","2025-11-12","PAR-208"
"ACT-034","36","7.00","2025-11-12","PAR-215"
"ACT-034","36","7.00","2025-11-12","PAR-221"
"ACT-034","36","7.00","2025-11-12","PAR-223"
"ACT-034","36","7.00","2025-11-12","PAR-225"
"ACT-034","36","7.00","2025-11-12","PAR-228"
"ACT-034","36","7.00","2025-11-12","PAR-231"
"ACT-034","36","7.00","2025-11-12","PAR-241"
"ACT-034","36","7.00","2025-11-12","PAR-244"
"ACT-034","36","7.00","2025-11-12","PAR-245"
"ACT-034","36","7.00","2025-11-12","PAR-247"
"ACT-034","36","7.00","2025-11-12","PAR-251"
"ACT-034","36","7.00","2025-11-12","PAR-255"
"ACT-034","36","7.00","2025-11-12","PAR-259"
"ACT-034","36","7.00","2025-11-12","PAR-266"
"ACT-034","36","7.00","2025-11-12","PAR-274"
"ACT-034","36","7.00","2025-11-12","PAR-275"
"ACT-034","36","7.00","2025-11-12","PAR-276"
"ACT-034","36","7.00","2025-11-12","PAR-277"
"ACT-034","36","7.00","2025-11-12","PAR-286"
"ACT-034","36","7.00","2025-11-12","PAR-287"
"ACT-034","36","7.00","2025-11-12","PAR-291"
"ACT-034","36","7.00","2025-11-12","PAR-292"
"ACT-034","36","7.00","2025-11-12","PAR-296"
"ACT-034","36","7.00","2025-11-12","PAR-298"
"ACT-035","43","4.00","2025-10-29","PAR-001"
"ACT-035","43","4.00","2025-10-29","PAR-008"
"ACT-035","43","4.00","2025-10-29","PAR-009"
"ACT-035","43","4.00","2025-10-29","PAR-013"
"ACT-035","43","4.00","2025-10-29","PAR-021"
"ACT-035","43","4.00","2025-10-29","PAR-024"
"ACT-035","43","4.00","2025-10-29","PAR-025"
"ACT-035","43","4.00","2025-10-29","PAR-031"
"ACT-035","43","4.00","2025-10-29","PAR-037"
"ACT-035","43","4.00","2025-10-29","PAR-041"
"ACT-035","43","4.00","2025-10-29","PAR-044"
"ACT-035","43","4.00","2025-10-29","PAR-058"
"ACT-035","43","4.00","2025-10-29","PAR-059"
"ACT-035","43","4.00","2025-10-29","PAR-063"
"ACT-035","43","4.00","2025-10-29","PAR-066"
"ACT-035","43","4.00","2025-10-29","PAR-068"
"ACT-035","43","4.00","2025-10-29","PAR-073"
"ACT-035","43","4.00","2025-10-29","PAR-077"
"ACT-035","43","4.00","2025-10-29","PAR-084"
"ACT-035","43","4.00","2025-10-29","PAR-089"
"ACT-035","43","4.00","2025-10-29","PAR-093"
"ACT-035","43","4.00","2025-10-29","PAR-094"
"ACT-035","43","4.00","2025-10-29","PAR-095"
"ACT-035","43","4.00","2025-10-29","PAR-102"
"ACT-035","43","4.00","2025-10-29","PAR-103"
"ACT-035","43","4.00","2025-10-29","PAR-111"
"ACT-035","43","4.00","2025-10-29","PAR-112"
"ACT-035","43","4.00","2025-10-29","PAR-114"
"ACT-035","43","4.00","2025-10-29","PAR-122"
"ACT-035","43","4.00","2025-10-29","PAR-124"
"ACT-035","43","4.00","2025-10-29","PAR-128"
"ACT-035","43","4.00","2025-10-29","PAR-131"
"ACT-035","43","4.00","2025-10-29","PAR-132"
"ACT-035","43","4.00","2025-10-29","PAR-139"
"ACT-035","43","4.00","2025-10-29","PAR-149"
"ACT-035","43","4.00","2025-10-29","PAR-153"
"ACT-035","43","4.00","2025-10-29","PAR-154"
"ACT-035","43","4.00","2025-10-29","PAR-159"
"ACT-035","43","4.00","2025-10-29","PAR-161"
"ACT-035","43","4.00","2025-10-29","PAR-162"
"ACT-035","43","4.00","2025-10-29","PAR-174"
"ACT-035","43","4.00","2025-10-29","PAR-178"
"ACT-035","43","4.00","2025-10-29","PAR-179"
"ACT-035","43","4.00","2025-10-29","PAR-182"
"ACT-035","43","4.00","2025-10-29","PAR-198"
"ACT-035","43","4.00","2025-10-29","PAR-201"
"ACT-035","43","4.00","2025-10-29","PAR-202"
"ACT-035","43","4.00","2025-10-29","PAR-208"
"ACT-035","43","4.00","2025-10-29","PAR-211"
"ACT-035","43","4.00","2025-10-29","PAR-215"
"ACT-035","43","4.00","2025-10-29","PAR-221"
"ACT-035","43","4.00","2025-10-29","PAR-223"
"ACT-035","43","4.00","2025-10-29","PAR-225"
"ACT-035","43","4.00","2025-10-29","PAR-228"
"ACT-035","43","4.00","2025-10-29","PAR-231"
"ACT-035","43","4.00","2025-10-29","PAR-241"
"ACT-035","43","4.00","2025-10-29","PAR-244"
"ACT-035","43","4.00","2025-10-29","PAR-245"
"ACT-035","43","4.00","2025-10-29","PAR-247"
"ACT-035","43","4.00","2025-10-29","PAR-251"
"ACT-035","43","4.00","2025-10-29","PAR-255"
"ACT-035","43","4.00","2025-10-29","PAR-259"
"ACT-035","43","4.00","2025-10-29","PAR-266"
"ACT-035","43","4.00","2025-10-29","PAR-274"
"ACT-035","43","4.00","2025-10-29","PAR-275"
"ACT-035","43","4.00","2025-10-29","PAR-276"
"ACT-035","43","4.00","2025-10-29","PAR-277"
"ACT-035","43","4.00","2025-10-29","PAR-286"
"ACT-035","43","4.00","2025-10-29","PAR-287"
"ACT-035","43","4.00","2025-10-29","PAR-291"
"ACT-035","43","4.00","2025-10-29","PAR-292"
"ACT-035","43","4.00","2025-10-29","PAR-296"
"ACT-035","43","4.00","2025-10-29","PAR-298"
"ACT-036","26","7.00","2025-10-06","PAR-007"
"ACT-036","26","7.00","2025-10-06","PAR-008"
"ACT-036","26","7.00","2025-10-06","PAR-012"
"ACT-036","26","7.00","2025-10-06","PAR-018"
"ACT-036","26","7.00","2025-10-06","PAR-020"
"ACT-036","26","7.00","2025-10-06","PAR-022"
"ACT-036","26","7.00","2025-10-06","PAR-024"
"ACT-036","26","7.00","2025-10-06","PAR-028"
"ACT-036","26","7.00","2025-10-06","PAR-032"
"ACT-036","26","7.00","2025-10-06","PAR-034"
"ACT-036","26","7.00","2025-10-06","PAR-036"
"ACT-036","26","7.00","2025-10-06","PAR-040"
"ACT-036","26","7.00","2025-10-06","PAR-049"
"ACT-036","26","7.00","2025-10-06","PAR-054"
"ACT-036","26","7.00","2025-10-06","PAR-061"
"ACT-036","26","7.00","2025-10-06","PAR-063"
"ACT-036","26","7.00","2025-10-06","PAR-068"
"ACT-036","26","7.00","2025-10-06","PAR-073"
"ACT-036","26","7.00","2025-10-06","PAR-079"
"ACT-036","26","7.00","2025-10-06","PAR-082"
"ACT-036","26","7.00","2025-10-06","PAR-086"
"ACT-036","26","7.00","2025-10-06","PAR-092"
"ACT-036","26","7.00","2025-10-06","PAR-093"
"ACT-036","26","7.00","2025-10-06","PAR-105"
"ACT-036","26","7.00","2025-10-06","PAR-109"
"ACT-036","26","7.00","2025-10-06","PAR-110"
"ACT-036","26","7.00","2025-10-06","PAR-111"
"ACT-036","26","7.00","2025-10-06","PAR-120"
"ACT-036","26","7.00","2025-10-06","PAR-126"
"ACT-036","26","7.00","2025-10-06","PAR-134"
"ACT-036","26","7.00","2025-10-06","PAR-137"
"ACT-036","26","7.00","2025-10-06","PAR-145"
"ACT-036","26","7.00","2025-10-06","PAR-146"
"ACT-036","26","7.00","2025-10-06","PAR-148"
"ACT-036","26","7.00","2025-10-06","PAR-150"
"ACT-036","26","7.00","2025-10-06","PAR-161"
"ACT-036","26","7.00","2025-10-06","PAR-165"
"ACT-036","26","7.00","2025-10-06","PAR-167"
"ACT-036","26","7.00","2025-10-06","PAR-172"
"ACT-036","26","7.00","2025-10-06","PAR-174"
"ACT-036","26","7.00","2025-10-06","PAR-175"
"ACT-036","26","7.00","2025-10-06","PAR-179"
"ACT-036","26","7.00","2025-10-06","PAR-181"
"ACT-036","26","7.00","2025-10-06","PAR-184"
"ACT-036","26","7.00","2025-10-06","PAR-186"
"ACT-036","26","7.00","2025-10-06","PAR-188"
"ACT-036","26","7.00","2025-10-06","PAR-192"
"ACT-036","26","7.00","2025-10-06","PAR-194"
"ACT-036","26","7.00","2025-10-06","PAR-199"
"ACT-036","26","7.00","2025-10-06","PAR-201"
"ACT-036","26","7.00","2025-10-06","PAR-209"
"ACT-036","26","7.00","2025-10-06","PAR-213"
"ACT-036","26","7.00","2025-10-06","PAR-218"
"ACT-036","26","7.00","2025-10-06","PAR-227"
"ACT-036","26","7.00","2025-10-06","PAR-232"
"ACT-036","26","7.00","2025-10-06","PAR-234"
"ACT-036","26","7.00","2025-10-06","PAR-237"
"ACT-036","26","7.00","2025-10-06","PAR-238"
"ACT-036","26","7.00","2025-10-06","PAR-240"
"ACT-036","26","7.00","2025-10-06","PAR-241"
"ACT-036","26","7.00","2025-10-06","PAR-243"
"ACT-036","26","7.00","2025-10-06","PAR-247"
"ACT-036","26","7.00","2025-10-06","PAR-252"
"ACT-036","26","7.00","2025-10-06","PAR-260"
"ACT-036","26","7.00","2025-10-06","PAR-270"
"ACT-036","26","7.00","2025-10-06","PAR-271"
"ACT-036","26","7.00","2025-10-06","PAR-274"
"ACT-036","26","7.00","2025-10-06","PAR-278"
"ACT-036","26","7.00","2025-10-06","PAR-279"
"ACT-036","26","7.00","2025-10-06","PAR-282"
"ACT-036","26","7.00","2025-10-06","PAR-290"
"ACT-036","26","7.00","2025-10-06","PAR-293"
"ACT-036","26","7.00","2025-10-06","PAR-294"
"ACT-036","26","7.00","2025-10-06","PAR-299"
"ACT-036","26","7.00","2025-10-06","PAR-300"
"ACT-037","35","8.00","2025-05-29","PAR-007"
"ACT-037","35","8.00","2025-05-29","PAR-008"
"ACT-037","35","8.00","2025-05-29","PAR-018"
"ACT-037","35","8.00","2025-05-29","PAR-028"
"ACT-037","35","8.00","2025-05-29","PAR-031"
"ACT-037","35","8.00","2025-05-29","PAR-032"
"ACT-037","35","8.00","2025-05-29","PAR-034"
"ACT-037","35","8.00","2025-05-29","PAR-036"
"ACT-037","35","8.00","2025-05-29","PAR-040"
"ACT-037","35","8.00","2025-05-29","PAR-047"
"ACT-037","35","8.00","2025-05-29","PAR-049"
"ACT-037","35","8.00","2025-05-29","PAR-051"
"ACT-037","35","8.00","2025-05-29","PAR-061"
"ACT-037","35","8.00","2025-05-29","PAR-063"
"ACT-037","35","8.00","2025-05-29","PAR-068"
"ACT-037","35","8.00","2025-05-29","PAR-073"
"ACT-037","35","8.00","2025-05-29","PAR-079"
"ACT-037","35","8.00","2025-05-29","PAR-082"
"ACT-037","35","8.00","2025-05-29","PAR-086"
"ACT-037","35","8.00","2025-05-29","PAR-092"
"ACT-037","35","8.00","2025-05-29","PAR-093"
"ACT-037","35","8.00","2025-05-29","PAR-105"
"ACT-037","35","8.00","2025-05-29","PAR-106"
"ACT-037","35","8.00","2025-05-29","PAR-109"
"ACT-037","35","8.00","2025-05-29","PAR-111"
"ACT-037","35","8.00","2025-05-29","PAR-114"
"ACT-037","35","8.00","2025-05-29","PAR-120"
"ACT-037","35","8.00","2025-05-29","PAR-126"
"ACT-037","35","8.00","2025-05-29","PAR-134"
"ACT-037","35","8.00","2025-05-29","PAR-137"
"ACT-037","35","8.00","2025-05-29","PAR-145"
"ACT-037","35","8.00","2025-05-29","PAR-148"
"ACT-037","35","8.00","2025-05-29","PAR-149"
"ACT-037","35","8.00","2025-05-29","PAR-150"
"ACT-037","35","8.00","2025-05-29","PAR-161"
"ACT-037","35","8.00","2025-05-29","PAR-164"
"ACT-037","35","8.00","2025-05-29","PAR-165"
"ACT-037","35","8.00","2025-05-29","PAR-167"
"ACT-037","35","8.00","2025-05-29","PAR-181"
"ACT-037","35","8.00","2025-05-29","PAR-186"
"ACT-037","35","8.00","2025-05-29","PAR-188"
"ACT-037","35","8.00","2025-05-29","PAR-192"
"ACT-037","35","8.00","2025-05-29","PAR-201"
"ACT-037","35","8.00","2025-05-29","PAR-213"
"ACT-037","35","8.00","2025-05-29","PAR-218"
"ACT-037","35","8.00","2025-05-29","PAR-227"
"ACT-037","35","8.00","2025-05-29","PAR-232"
"ACT-037","35","8.00","2025-05-29","PAR-234"
"ACT-037","35","8.00","2025-05-29","PAR-237"
"ACT-037","35","8.00","2025-05-29","PAR-240"
"ACT-037","35","8.00","2025-05-29","PAR-241"
"ACT-037","35","8.00","2025-05-29","PAR-243"
"ACT-037","35","8.00","2025-05-29","PAR-247"
"ACT-037","35","8.00","2025-05-29","PAR-270"
"ACT-037","35","8.00","2025-05-29","PAR-271"
"ACT-037","35","8.00","2025-05-29","PAR-278"
"ACT-037","35","8.00","2025-05-29","PAR-279"
"ACT-037","35","8.00","2025-05-29","PAR-280"
"ACT-037","35","8.00","2025-05-29","PAR-288"
"ACT-037","35","8.00","2025-05-29","PAR-290"
"ACT-037","35","8.00","2025-05-29","PAR-293"
"ACT-037","35","8.00","2025-05-29","PAR-294"
"ACT-037","35","8.00","2025-05-29","PAR-299"
"ACT-037","35","8.00","2025-05-29","PAR-300"
"ACT-038","34","5.00","2025-07-10","PAR-001"
"ACT-038","34","5.00","2025-07-10","PAR-002"
"ACT-038","34","5.00","2025-07-10","PAR-004"
"ACT-038","34","5.00","2025-07-10","PAR-010"
"ACT-038","34","5.00","2025-07-10","PAR-012"
"ACT-038","34","5.00","2025-07-10","PAR-014"
"ACT-038","34","5.00","2025-07-10","PAR-015"
"ACT-038","34","5.00","2025-07-10","PAR-019"
"ACT-038","34","5.00","2025-07-10","PAR-022"
"ACT-038","34","5.00","2025-07-10","PAR-023"
"ACT-038","34","5.00","2025-07-10","PAR-027"
"ACT-038","34","5.00","2025-07-10","PAR-042"
"ACT-038","34","5.00","2025-07-10","PAR-050"
"ACT-038","34","5.00","2025-07-10","PAR-057"
"ACT-038","34","5.00","2025-07-10","PAR-062"
"ACT-038","34","5.00","2025-07-10","PAR-074"
"ACT-038","34","5.00","2025-07-10","PAR-082"
"ACT-038","34","5.00","2025-07-10","PAR-083"
"ACT-038","34","5.00","2025-07-10","PAR-087"
"ACT-038","34","5.00","2025-07-10","PAR-095"
"ACT-038","34","5.00","2025-07-10","PAR-096"
"ACT-038","34","5.00","2025-07-10","PAR-102"
"ACT-038","34","5.00","2025-07-10","PAR-103"
"ACT-038","34","5.00","2025-07-10","PAR-113"
