codigo_actividad,meta_participantes,duracion_horas,fecha_realizacion,codigo_participante
"ACT-006","45","6.00","2024-08-18","PAR-164"
"ACT-006","45","6.00","2024-08-18","PAR-183"
"ACT-006","45","6.00","2024-08-18","PAR-192"
"ACT-006","45","6.00","2024-08-18","PAR-227"
"ACT-006","45","6.00","2024-08-18","PAR-232"
"ACT-006","45","6.00","2024-08-18","PAR-234"
"ACT-006","45","6.00","2024-08-18","PAR-243"
"ACT-006","45","6.00","2024-08-18","PAR-270"
"ACT-006","45","6.00","2024-08-18","PAR-271"
"ACT-006","45","6.00","2024-08-18","PAR-279"
"ACT-006","45","6.00","2024-08-18","PAR-285"
"ACT-006","45","6.00","2024-08-18","PAR-288"
"ACT-006","45","6.00","2024-08-18","PAR-290"
"ACT-006","45","6.00","2024-08-18","PAR-293"
"ACT-006","45","6.00","2024-08-18","PAR-294"
"ACT-006","45","6.00","2024-08-18","PAR-300"
"ACT-007","25","4.00","2024-09-10","PAR-009"
"ACT-007","25","4.00","2024-09-10","PAR-013"
"ACT-007","25","4.00","2024-09-10","PAR-024"
"ACT-007","25","4.00","2024-09-10","PAR-043"
"ACT-007","25","4.00","2024-09-10","PAR-044"
"ACT-007","25","4.00","2024-09-10","PAR-047"
"ACT-007","25","4.00","2024-09-10","PAR-050"
"ACT-007","25","4.00","2024-09-10","PAR-060"
"ACT-007","25","4.00","2024-09-10","PAR-084"
"ACT-007","25","4.00","2024-09-10","PAR-089"
"ACT-007","25","4.00","2024-09-10","PAR-093"
"ACT-007","25","4.00","2024-09-10","PAR-095"
"ACT-007","25","4.00","2024-09-10","PAR-099"
"ACT-007","25","4.00","2024-09-10","PAR-102"
"ACT-007","25","4.00","2024-09-10","PAR-111"
"ACT-007","25","4.00","2024-09-10","PAR-114"
"ACT-007","25","4.00","2024-09-10","PAR-121"
"ACT-007","25","4.00","2024-09-10","PAR-122"
"ACT-007","25","4.00","2024-09-10","PAR-128"
"ACT-007","25","4.00","2024-09-10","PAR-132"
"ACT-007","25","4.00","2024-09-10","PAR-149"
"ACT-007","25","4.00","2024-09-10","PAR-151"
"ACT-007","25","4.00","2024-09-10","PAR-152"
"ACT-007","25","4.00","2024-09-10","PAR-159"
"ACT-007","25","4.00","2024-09-10","PAR-178"
"ACT-007","25","4.00","2024-09-10","PAR-182"
"ACT-007","25","4.00","2024-09-10","PAR-185"
"ACT-007","25","4.00","2024-09-10","PAR-193"
"ACT-007","25","4.00","2024-09-10","PAR-198"
"ACT-007","25","4.00","2024-09-10","PAR-203"
"ACT-007","25","4.00","2024-09-10","PAR-208"
"ACT-007","25","4.00","2024-09-10","PAR-211"
"ACT-007","25","4.00","2024-09-10","PAR-215"
"ACT-007","25","4.00","2024-09-10","PAR-225"
"ACT-007","25","4.00","2024-09-10","PAR-235"
"ACT-007","25","4.00","2024-09-10","PAR-236"
"ACT-007","25","4.00","2024-09-10","PAR-239"
"ACT-007","25","4.00","2024-09-10","PAR-247"
"ACT-007","25","4.00","2024-09-10","PAR-255"
"ACT-007","25","4.00","2024-09-10","PAR-266"
"ACT-007","25","4.00","2024-09-10","PAR-275"
"ACT-007","25","4.00","2024-09-10","PAR-283"
"ACT-007","25","4.00","2024-09-10","PAR-284"
"ACT-007","25","4.00","2024-09-10","PAR-286"
"ACT-007","25","4.00","2024-09-10","PAR-291"
"ACT-007","25","4.00","2024-09-10","PAR-294"
"ACT-008","20","5.00","2024-10-16","PAR-009"
"ACT-008","20","5.00","2024-10-16","PAR-013"
"ACT-008","20","5.00","2024-10-16","PAR-024"
"ACT-008","20","5.00","2024-10-16","PAR-043"
"ACT-008","20","5.00","2024-10-16","PAR-044"
"ACT-008","20","5.00","2024-10-16","PAR-047"
"ACT-008","20","5.00","2024-10-16","PAR-050"
"ACT-008","20","5.00","2024-10-16","PAR-060"
"ACT-008","20","5.00","2024-10-16","PAR-084"
"ACT-008","20","5.00","2024-10-16","PAR-089"
"ACT-008","20","5.00","2024-10-16","PAR-093"
"ACT-008","20","5.00","2024-10-16","PAR-095"
"ACT-008","20","5.00","2024-10-16","PAR-099"
"ACT-008","20","5.00","2024-10-16","PAR-102"
"ACT-008","20","5.00","2024-10-16","PAR-103"
"ACT-008","20","5.00","2024-10-16","PAR-111"
"ACT-008","20","5.00","2024-10-16","PAR-112"
"ACT-008","20","5.00","2024-10-16","PAR-114"
"ACT-008","20","5.00","2024-10-16","PAR-121"
"ACT-008","20","5.00","2024-10-16","PAR-122"
"ACT-008","20","5.00","2024-10-16","PAR-128"
"ACT-008","20","5.00","2024-10-16","PAR-132"
"ACT-008","20","5.00","2024-10-16","PAR-149"
"ACT-008","20","5.00","2024-10-16","PAR-152"
"ACT-008","20","5.00","2024-10-16","PAR-159"
"ACT-008","20","5.00","2024-10-16","PAR-178"
"ACT-008","20","5.00","2024-10-16","PAR-182"
"ACT-008","20","5.00","2024-10-16","PAR-185"
"ACT-008","20","5.00","2024-10-16","PAR-193"
"ACT-008","20","5.00","2024-10-16","PAR-198"
"ACT-008","20","5.00","2024-10-16","PAR-203"
"ACT-008","20","5.00","2024-10-16","PAR-208"
"ACT-008","20","5.00","2024-10-16","PAR-211"
"ACT-008","20","5.00","2024-10-16","PAR-215"
"ACT-008","20","5.00","2024-10-16","PAR-225"
"ACT-008","20","5.00","2024-10-16","PAR-235"
"ACT-008","20","5.00","2024-10-16","PAR-236"
"ACT-008","20","5.00","2024-10-16","PAR-239"
"ACT-008","20","5.00","2024-10-16","PAR-247"
"ACT-008","20","5.00","2024-10-16","PAR-255"
"ACT-008","20","5.00","2024-10-16","PAR-266"
"ACT-008","20","5.00","2024-10-16","PAR-274"
"ACT-008","20","5.00","2024-10-16","PAR-275"
"ACT-008","20","5.00","2024-10-16","PAR-283"
"ACT-008","20","5.00","2024-10-16","PAR-284"
"ACT-008","20","5.00","2024-10-16","PAR-286"
"ACT-008","20","5.00","2024-10-16","PAR-291"
"ACT-008","20","5.00","2024-10-16","PAR-294"
"ACT-009","39","7.00","2025-05-09","PAR-007"
"ACT-009","39","7.00","2025-05-09","PAR-008"
"ACT-009","39","7.00","2025-05-09","PAR-018"
"ACT-009","39","7.00","2025-05-09","PAR-032"
"ACT-009","39","7.00","2025-05-09","PAR-034"
"ACT-009","39","7.00","2025-05-09","PAR-036"
"ACT-009","39","7.00","2025-05-09","PAR-040"
"ACT-009","39","7.00","2025-05-09","PAR-047"
"ACT-009","39","7.00","2025-05-09","PAR-049"
"ACT-009","39","7.00","2025-05-09","PAR-051"
"ACT-009","39","7.00","2025-05-09","PAR-061"
"ACT-009","39","7.00","2025-05-09","PAR-063"
"ACT-009","39","7.00","2025-05-09","PAR-068"
"ACT-009","39","7.00","2025-05-09","PAR-073"
"ACT-009","39","7.00","2025-05-09","PAR-079"
"ACT-009","39","7.00","2025-05-09","PAR-082"
"ACT-009","39","7.00","2025-05-09","PAR-086"
"ACT-009","39","7.00","2025-05-09","PAR-092"
"ACT-009","39","7.00","2025-05-09","PAR-093"
"ACT-009","39","7.00","2025-05-09","PAR-105"
"ACT-009","39","7.00","2025-05-09","PAR-106"
"ACT-009","39","7.00","2025-05-09","PAR-109"
"ACT-009","39","7.00","2025-05-09","PAR-111"
"ACT-009","39","7.00","2025-05-09","PAR-114"
"ACT-009","39","7.00","2025-05-09","PAR-120"
"ACT-009","39","7.00","2025-05-09","PAR-126"
"ACT-009","39","7.00","2025-05-09","PAR-134"
"ACT-009","39","7.00","2025-05-09","PAR-137"
"ACT-009","39","7.00","2025-05-09","PAR-145"
"ACT-009","39","7.00","2025-05-09","PAR-148"
"ACT-009","39","7.00","2025-05-09","PAR-149"
"ACT-009","39","7.00","2025-05-09","PAR-150"
"ACT-009","39","7.00","2025-05-09","PAR-161"
"ACT-009","39","7.00","2025-05-09","PAR-164"
"ACT-009","39","7.00","2025-05-09","PAR-165"
"ACT-009","39","7.00","2025-05-09","PAR-167"
"ACT-009","39","7.00","2025-05-09","PAR-181"
"ACT-009","39","7.00","2025-05-09","PAR-186"
"ACT-009","39","7.00","2025-05-09","PAR-188"
"ACT-009","39","7.00","2025-05-09","PAR-192"
"ACT-009","39","7.00","2025-05-09","PAR-201"
"ACT-009","39","7.00","2025-05-09","PAR-213"
"ACT-009","39","7.00","2025-05-09","PAR-218"
"ACT-009","39","7.00","2025-05-09","PAR-227"
"ACT-009","39","7.00","2025-05-09","PAR-232"
"ACT-009","39","7.00","2025-05-09","PAR-234"
"ACT-009","39","7.00","2025-05-09","PAR-237"
"ACT-009","39","7.00","2025-05-09","PAR-240"
"ACT-009","39","7.00","2025-05-09","PAR-241"
"ACT-009","39","7.00","2025-05-09","PAR-243"
"ACT-009","39","7.00","2025-05-09","PAR-247"
"ACT-009","39","7.00","2025-05-09","PAR-248"
"ACT-009","39","7.00","2025-05-09","PAR-270"
"ACT-009","39","7.00","2025-05-09","PAR-271"
"ACT-009","39","7.00","2025-05-09","PAR-278"
"ACT-009","39","7.00","2025-05-09","PAR-279"
"ACT-009","39","7.00","2025-05-09","PAR-288"
"ACT-009","39","7.00","2025-05-09","PAR-290"
"ACT-009","39","7.00","2025-05-09","PAR-293"
"ACT-009","39","7.00","2025-05-09","PAR-294"
"ACT-009","39","7.00","2025-05-09","PAR-299"
"ACT-009","39","7.00","2025-05-09","PAR-300"
"ACT-010","44","4.00","2025-01-19","PAR-001"
"ACT-010","44","4.00","2025-01-19","PAR-008"
"ACT-010","44","4.00","2025-01-19","PAR-009"
"ACT-010","44","4.00","2025-01-19","PAR-013"
"ACT-010","44","4.00","2025-01-19","PAR-024"
"ACT-010","44","4.00","2025-01-19","PAR-025"
"ACT-010","44","4.00","2025-01-19","PAR-037"
"ACT-010","44","4.00","2025-01-19","PAR-043"
"ACT-010","44","4.00","2025-01-19","PAR-044"
"ACT-010","44","4.00","2025-01-19","PAR-047"
"ACT-010","44","4.00","2025-01-19","PAR-060"
"ACT-010","44","4.00","2025-01-19","PAR-071"
"ACT-010","44","4.00","2025-01-19","PAR-084"
"ACT-010","44","4.00","2025-01-19","PAR-089"
"ACT-010","44","4.00","2025-01-19","PAR-093"
"ACT-010","44","4.00","2025-01-19","PAR-095"
"ACT-010","44","4.00","2025-01-19","PAR-102"
"ACT-010","44","4.00","2025-01-19","PAR-103"
"ACT-010","44","4.00","2025-01-19","PAR-107"
"ACT-010","44","4.00","2025-01-19","PAR-111"
"ACT-010","44","4.00","2025-01-19","PAR-112"
"ACT-010","44","4.00","2025-01-19","PAR-114"
"ACT-010","44","4.00","2025-01-19","PAR-121"
"ACT-010","44","4.00","2025-01-19","PAR-122"
"ACT-010","44","4.00","2025-01-19","PAR-128"
"ACT-010","44","4.00","2025-01-19","PAR-132"
"ACT-010","44","4.00","2025-01-19","PAR-149"
"ACT-010","44","4.00","2025-01-19","PAR-152"
"ACT-010","44","4.00","2025-01-19","PAR-159"
"ACT-010","44","4.00","2025-01-19","PAR-162"
"ACT-010","44","4.00","2025-01-19","PAR-174"
"ACT-010","44","4.00","2025-01-19","PAR-178"
"ACT-010","44","4.00","2025-01-19","PAR-179"
"ACT-010","44","4.00","2025-01-19","PAR-182"
"ACT-010","44","4.00","2025-01-19","PAR-185"
"ACT-010","44","4.00","2025-01-19","PAR-193"
"ACT-010","44","4.00","2025-01-19","PAR-198"
"ACT-010","44","4.00","2025-01-19","PAR-203"
"ACT-010","44","4.00","2025-01-19","PAR-206"
"ACT-010","44","4.00","2025-01-19","PAR-208"
"ACT-010","44","4.00","2025-01-19","PAR-211"
"ACT-010","44","4.00","2025-01-19","PAR-215"
"ACT-010","44","4.00","2025-01-19","PAR-217"
"ACT-010","44","4.00","2025-01-19","PAR-223"
"ACT-010","44","4.00","2025-01-19","PAR-225"
"ACT-010","44","4.00","2025-01-19","PAR-226"
"ACT-010","44","4.00","2025-01-19","PAR-235"
"ACT-010","44","4.00","2025-01-19","PAR-244"
"ACT-010","44","4.00","2025-01-19","PAR-245"
"ACT-010","44","4.00","2025-01-19","PAR-247"
"ACT-010","44","4.00","2025-01-19","PAR-255"
"ACT-010","44","4.00","2025-01-19","PAR-258"
"ACT-010","44","4.00","2025-01-19","PAR-266"
"ACT-010","44","4.00","2025-01-19","PAR-267"
"ACT-010","44","4.00","2025-01-19","PAR-269"
"ACT-010","44","4.00","2025-01-19","PAR-274"
"ACT-010","44","4.00","2025-01-19","PAR-275"
"ACT-010","44","4.00","2025-01-19","PAR-277"
"ACT-010","44","4.00","2025-01-19","PAR-284"
"ACT-010","44","4.00","2025-01-19","PAR-286"
"ACT-010","44","4.00","2025-01-19","PAR-291"
"ACT-010","44","4.00","2025-01-19","PAR-298"
"ACT-011","45","6.00","2025-06-24","PAR-007"
"ACT-011","45","6.00","2025-06-24","PAR-008"
"ACT-011","45","6.00","2025-06-24","PAR-018"
"ACT-011","45","6.00","2025-06-24","PAR-020"
"ACT-011","45","6.00","2025-06-24","PAR-028"
"ACT-011","45","6.00","2025-06-24","PAR-031"
"ACT-011","45","6.00","2025-06-24","PAR-032"
"ACT-011","45","6.00","2025-06-24","PAR-034"
"ACT-011","45","6.00","2025-06-24","PAR-036"
"ACT-011","45","6.00","2025-06-24","PAR-040"
"ACT-011","45","6.00","2025-06-24","PAR-047"
"ACT-011","45","6.00","2025-06-24","PAR-049"
"ACT-011","45","6.00","2025-06-24","PAR-051"
"ACT-011","45","6.00","2025-06-24","PAR-061"
"ACT-011","45","6.00","2025-06-24","PAR-063"
"ACT-011","45","6.00","2025-06-24","PAR-068"
"ACT-011","45","6.00","2025-06-24","PAR-073"
"ACT-011","45","6.00","2025-06-24","PAR-079"
"ACT-011","45","6.00","2025-06-24","PAR-080"
"ACT-011","45","6.00","2025-06-24","PAR-082"
"ACT-011","45","6.00","2025-06-24","PAR-086"
"ACT-011","45","6.00","2025-06-24","PAR-092"
"ACT-011","45","6.00","2025-06-24","PAR-093"
"ACT-011","45","6.00","2025-06-24","PAR-105"
"ACT-011","45","6.00","2025-06-24","PAR-106"
"ACT-011","45","6.00","2025-06-24","PAR-109"
"ACT-011","45","6.00","2025-06-24","PAR-111"
"ACT-011","45","6.00","2025-06-24","PAR-114"
"ACT-011","45","6.00","2025-06-24","PAR-120"
"ACT-011","45","6.00","2025-06-24","PAR-126"
"ACT-011","45","6.00","2025-06-24","PAR-134"
"ACT-011","45","6.00","2025-06-24","PAR-137"
"ACT-011","45","6.00","2025-06-24","PAR-145"
"ACT-011","45","6.00","2025-06-24","PAR-148"
"ACT-011","45","6.00","2025-06-24","PAR-150"
"ACT-011","45","6.00","2025-06-24","PAR-161"
"ACT-011","45","6.00","2025-06-24","PAR-164"
"ACT-011","45","6.00","2025-06-24","PAR-165"
"ACT-011","45","6.00","2025-06-24","PAR-167"
"ACT-011","45","6.00","2025-06-24","PAR-174"
"ACT-011","45","6.00","2025-06-24","PAR-179"
"ACT-011","45","6.00","2025-06-24","PAR-181"
"ACT-011","45","6.00","2025-06-24","PAR-186"
"ACT-011","45","6.00","2025-06-24","PAR-188"
"ACT-011","45","6.00","2025-06-24","PAR-192"
"ACT-011","45","6.00","2025-06-24","PAR-194"
"ACT-011","45","6.00","2025-06-24","PAR-201"
"ACT-011","45","6.00","2025-06-24","PAR-213"
"ACT-011","45","6.00","2025-06-24","PAR-218"
"ACT-011","45","6.00","2025-06-24","PAR-227"
"ACT-011","45","6.00","2025-06-24","PAR-232"
"ACT-011","45","6.00","2025-06-24","PAR-234"
"ACT-011","45","6.00","2025-06-24","PAR-237"
"ACT-011","45","6.00","2025-06-24","PAR-240"
"ACT-011","45","6.00","2025-06-24","PAR-241"
"ACT-011","45","6.00","2025-06-24","PAR-243"
"ACT-011","45","6.00","2025-06-24","PAR-247"
"ACT-011","45","6.00","2025-06-24","PAR-260"
"ACT-011","45","6.00","2025-06-24","PAR-270"
"ACT-011","45","6.00","2025-06-24","PAR-271"
"ACT-011","45","6.00","2025-06-24","PAR-278"
"ACT-011","45","6.00","2025-06-24","PAR-279"
"ACT-011","45","6.00","2025-06-24","PAR-290"
"ACT-011","45","6.00","2025-06-24","PAR-293"
"ACT-011","45","6.00","2025-06-24","PAR-294"
"ACT-011","45","6.00","2025-06-24","PAR-299"
"ACT-011","45","6.00","2025-06-24","PAR-300"
"ACT-012","31","7.00","2025-02-04","PAR-001"
"ACT-012","31","7.00","2025-02-04","PAR-002"
"ACT-012","31","7.00","2025-02-04","PAR-004"
"ACT-012","31","7.00","2025-02-04","PAR-012"
"ACT-012","31","7.00","2025-02-04","PAR-014"
"ACT-012","31","7.00","2025-02-04","PAR-015"
"ACT-012","31","7.00","2025-02-04","PAR-019"
"ACT-012","31","7.00","2025-02-04","PAR-021"
"ACT-012","31","7.00","2025-02-04","PAR-022"
"ACT-012","31","7.00","2025-02-04","PAR-027"
"ACT-012","31","7.00","2025-02-04","PAR-042"
"ACT-012","31","7.00","2025-02-04","PAR-050"
"ACT-012","31","7.00","2025-02-04","PAR-052"
"ACT-012","31","7.00","2025-02-04","PAR-057"
"ACT-012","31","7.00","2025-02-04","PAR-062"
"ACT-012","31","7.00","2025-02-04","PAR-082"
"ACT-012","31","7.00","2025-02-04","PAR-089"
"ACT-012","31","7.00","2025-02-04","PAR-094"
"ACT-012","31","7.00","2025-02-04","PAR-102"
"ACT-012","31","7.00","2025-02-04","PAR-103"
"ACT-012","31","7.00","2025-02-04","PAR-113"
"ACT-012","31","7.00","2025-02-04","PAR-140"
"ACT-012","31","7.00","2025-02-04","PAR-142"
"ACT-012","31","7.00","2025-02-04","PAR-144"
"ACT-012","31","7.00","2025-02-04","PAR-145"
"ACT-012","31","7.00","2025-02-04","PAR-153"
"ACT-012","31","7.00","2025-02-04","PAR-157"
"ACT-012","31","7.00","2025-02-04","PAR-160"
"ACT-012","31","7.00","2025-02-04","PAR-168"
"ACT-012","31","7.00","2025-02-04","PAR-176"
"ACT-012","31","7.00","2025-02-04","PAR-181"
"ACT-012","31","7.00","2025-02-04","PAR-183"
"ACT-012","31","7.00","2025-02-04","PAR-187"
"ACT-012","31","7.00","2025-02-04","PAR-195"
"ACT-012","31","7.00","2025-02-04","PAR-205"
"ACT-012","31","7.00","2025-02-04","PAR-207"
"ACT-012","31","7.00","2025-02-04","PAR-213"
"ACT-012","31","7.00","2025-02-04","PAR-216"
"ACT-012","31","7.00","2025-02-04","PAR-229"
"ACT-012","31","7.00","2025-02-04","PAR-231"
"ACT-012","31","7.00","2025-02-04","PAR-235"
"ACT-012","31","7.00","2025-02-04","PAR-240"
"ACT-012","31","7.00","2025-02-04","PAR-253"
"ACT-012","31","7.00","2025-02-04","PAR-254"
"ACT-012","31","7.00","2025-02-04","PAR-256"
"ACT-012","31","7.00","2025-02-04","PAR-261"
"ACT-012","31","7.00","2025-02-04","PAR-278"
"ACT-012","31","7.00","2025-02-04","PAR-282"
"ACT-012","31","7.00","2025-02-04","PAR-289"
"ACT-013","33","6.00","2024-12-02","PAR-003"
"ACT-013","33","6.00","2024-12-02","PAR-005"
"ACT-013","33","6.00","2024-12-02","PAR-010"
"ACT-013","33","6.00","2024-12-02","PAR-017"
"ACT-013","33","6.00","2024-12-02","PAR-028"
"ACT-013","33","6.00","2024-12-02","PAR-029"
"ACT-013","33","6.00","2024-12-02","PAR-032"
"ACT-013","33","6.00","2024-12-02","PAR-036"
"ACT-013","33","6.00","2024-12-02","PAR-075"
"ACT-013","33","6.00","2024-12-02","PAR-088"
"ACT-013","33","6.00","2024-12-02","PAR-101"
"ACT-013","33","6.00","2024-12-02","PAR-104"
"ACT-013","33","6.00","2024-12-02","PAR-109"
"ACT-013","33","6.00","2024-12-02","PAR-122"
"ACT-013","33","6.00","2024-12-02","PAR-128"
"ACT-013","33","6.00","2024-12-02","PAR-129"
"ACT-013","33","6.00","2024-12-02","PAR-130"
"ACT-013","33","6.00","2024-12-02","PAR-136"
"ACT-013","33","6.00","2024-12-02","PAR-144"
"ACT-013","33","6.00","2024-12-02","PAR-150"
"ACT-013","33","6.00","2024-12-02","PAR-155"
"ACT-013","33","6.00","2024-12-02","PAR-160"
"ACT-013","33","6.00","2024-12-02","PAR-163"
"ACT-013","33","6.00","2024-12-02","PAR-175"
"ACT-013","33","6.00","2024-12-02","PAR-187"
"ACT-013","33","6.00","2024-12-02","PAR-211"
"ACT-013","33","6.00","2024-12-02","PAR-216"
"ACT-013","33","6.00","2024-12-02","PAR-222"
"ACT-013","33","6.00","2024-12-02","PAR-234"
"ACT-013","33","6.00","2024-12-02","PAR-239"
"ACT-013","33","6.00","2024-12-02","PAR-242"
"ACT-013","33","6.00","2024-12-02","PAR-251"
"ACT-013","33","6.00","2024-12-02","PAR-264"
